nX nY nZ
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-14.780586 14.678656 28.448344
-14.567752 14.763577 28.604433
-14.352708 14.847012 28.757618
-14.135515 14.928964 28.907903
-13.916232 15.009432 29.055293
-13.694919 15.088419 29.199795
-13.471633 15.165926 29.341413
-13.246431 15.241956 29.480156
-13.019369 15.316512 29.616029
-12.790501 15.389595 29.749042
-12.559880 15.461209 29.879201
-12.327560 15.531357 30.006515
-12.093593 15.600042 30.130992
-11.858028 15.667268 30.252643
-11.620917 15.733039 30.371475
-11.382307 15.797358 30.487499
-11.142246 15.860230 30.600724
-10.900782 15.921657 30.711161
-10.657961 15.981646 30.818818
-10.413827 16.040199 30.923707
-10.168425 16.097322 31.025838
-9.921798 16.153019 31.125221
-9.673989 16.207293 31.221867
-9.425040 16.260151 31.315786
-9.174991 16.311596 31.406989
-8.923882 16.361632 31.495486
-8.671752 16.410265 31.581288
-8.418641 16.457499 31.664406
-8.164585 16.503339 31.744849
-7.909622 16.547788 31.822627
-7.653788 16.590852 31.897752
-7.397118 16.632536 31.970234
-7.139647 16.672842 32.040081
-6.881410 16.711776 32.107305
-6.622439 16.749343 32.171914
-6.362769 16.785545 32.233918
-6.102430 16.820388 32.293326
-5.841455 16.853875 32.350148
-5.579876 16.886010 32.404391
-5.317721 16.916797 32.456065
-5.055023 16.946239 32.505178
-4.791810 16.974341 32.551738
-4.528111 17.001105 32.595752
-4.263955 17.026534 32.637228
-3.999371 17.050633 32.676174
-3.734385 17.073403 32.712595
-3.469026 17.094848 32.746499
-3.203321 17.114971 32.777892
-2.937296 17.133773 32.806779
-2.670978 17.151257 32.833167
-2.404392 17.167426 32.857060
-2.137566 17.182281 32.878463
-1.870523 17.195824 32.897381
-1.603290 17.208058 32.913817
-1.335891 17.218982 32.927776
-1.068352 17.228599 32.939261
-0.800698 17.236910 32.948275
-0.532952 17.243915 32.954820
-0.265140 17.249616 32.958899
0.002714 17.254012 32.960513
0.270585 17.257105 32.959665
1247.973710 4.754337 3.974154
1247.916421 4.754470 -6.235290
1247.728077 4.754245 -16.442635
-1.419537 271.255833 -134.670090
-1251.396856 984.808481 -443.035085
-1250.470084 984.949010 -432.943680
-1249.411996 985.117410 -422.880749
2.411274 17.234883 32.864256
2.678208 17.226224 32.841242
2.944915 17.216254 32.815759
3.211369 17.204970 32.787803
3.477545 17.192372 32.757372
3.743418 17.178456 32.724462
4.008961 17.163221 32.689069
4.274149 17.146664 32.651188
4.538956 17.128782 32.610816
4.803353 17.109573 32.567948
5.067315 17.089032 32.522578
5.330814 17.067158 32.474700
5.593822 17.043947 32.424309
5.856311 17.019394 32.371399
6.118251 16.993497 32.315963
6.379614 16.966252 32.257995
6.640371 16.937654 32.197486
6.900490 16.907700 32.134431
7.159941 16.876385 32.068822
7.418694 16.843705 32.000650
7.676716 16.809655 31.929908
7.933974 16.774231 31.856587
8.190436 16.737428 31.780680
8.446068 16.699241 31.702176
8.700836 16.659666 31.621069
8.954704 16.618697 31.537347
9.207638 16.576329 31.451004
9.459600 16.532557 31.362029
9.710554 16.487376 31.270412
9.960461 16.440781 31.176146
10.209282 16.392766 31.079219
10.456980 16.343327 30.979623
10.703512 16.292457 30.877348
10.948838 16.240152 30.772385
11.192916 16.186407 30.664723
11.435704 16.131215 30.554354
11.677156 16.074572 30.441269
11.917230 16.016473 30.325457
12.155879 15.956913 30.206909
12.393056 15.895885 30.085618
12.628715 15.833386 29.961573
12.862808 15.769411 29.834765
13.095283 15.703955 29.705188
13.326093 15.637012 29.572831
13.555184 15.568580 29.437688
13.782506 15.498652 29.299751
14.008004 15.427226 29.159012
14.231624 15.354297 29.015465
14.453311 15.279861 28.869103
14.673008 15.203916 28.719919
14.890659 15.126457 28.567909
15.106204 15.047481 28.413068
15.319584 14.966986 28.255390
15.530739 14.884970 28.094872
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-14.863769 14.465574 28.602873
-14.651199 14.550732 28.762727
-14.436344 14.634422 28.919651
-14.219264 14.716645 29.073647
-14.000020 14.797400 29.224718
-13.778671 14.876689 29.372869
-13.555274 14.954512 29.518103
-13.329888 15.030870 29.660426
-13.102569 15.105766 29.799843
-12.873372 15.179200 29.936359
-12.642352 15.251175 30.069981
-12.409561 15.321692 30.200716
-12.175053 15.390755 30.328571
-11.938880 15.458366 30.453553
-11.701091 15.524528 30.575670
-11.461738 15.589243 30.694930
-11.220867 15.652516 30.811341
-10.978529 15.714348 30.924911
-10.734769 15.774744 31.035649
-10.489634 15.833706 31.143565
-10.243170 15.891239 31.248667
-9.995420 15.947346 31.350964
-9.746429 16.002031 31.450465
-9.496240 16.055298 31.547180
-9.244894 16.107150 31.641118
-8.992433 16.157591 31.732288
-8.738897 16.206625 31.820700
-8.484327 16.254256 31.906363
-8.228761 16.300489 31.989286
-7.972237 16.345326 32.069479
-7.714794 16.388771 32.146952
-7.456467 16.430830 32.221712
-7.197294 16.471504 32.293769
-6.937310 16.510799 32.363132
-6.676550 16.548717 32.429810
-6.415049 16.585263 32.493812
-6.152840 16.620440 32.555145
-5.889956 16.654251 32.613818
-5.626430 16.686700 32.669840
-5.362295 16.717791 32.723217
-5.097581 16.747525 32.773958
-4.832321 16.775908 32.822070
-4.566544 16.802941 32.867560
-4.300281 16.828627 32.910435
-4.033563 16.852970 32.950702
-3.766417 16.875971 32.988367
-3.498874 16.897634 33.023436
-3.230962 16.917960 33.055915
-2.962710 16.936952 33.085810
-2.694144 16.954612 33.113125
-2.425294 16.970943 33.137865
-2.156187 16.985945 33.160036
-1.886849 16.999620 33.179640
-1.617309 17.011970 33.196683
-1.347591 17.022996 33.211167
-1.077724 17.032700 33.223096
-0.807734 17.041081 33.232473
-0.537647 17.048142 33.239299
-0.267489 17.053882 33.243578
0.002714 17.058302 33.245311
0.272935 17.061403 33.244500
0.543149 17.063184 33.241144
0.813330 17.063645 33.235247
1.083451 17.062787 33.226806
1.353487 17.060608 33.215824
1.623412 17.057108 33.202298
1.893199 17.052287 33.186229
2.162823 17.046143 33.167616
2.432256 17.038675 33.146457
2.701474 17.029883 33.122750
2.970448 17.019763 33.096493
3.239152 17.008316 33.067683
3.507560 16.995538 33.036319
3.775643 16.981429 33.002396
4.043375 16.965986 32.965912
4.310728 16.949206 32.926862
4.577673 16.931087 32.885242
4.844182 16.911627 32.841048
5.110227 16.890823 32.794276
5.375779 16.868672 32.744920
5.640807 16.845170 32.692974
5.905283 16.820315 32.638435
6.169176 16.794104 32.581294
6.432455 16.766532 32.521547
6.695088 16.737597 32.459188
6.957045 16.707294 32.394208
7.218293 16.675620 32.326603
7.478800 16.642571 32.256364
7.738531 16.608142 32.183485
7.997453 16.572331 32.107958
8.255532 16.535132 32.029776
8.512732 16.496541 31.948930
8.769018 16.456555 31.865414
9.024353 16.415167 31.779218
9.278701 16.372375 31.690336
9.532023 16.328174 31.598759
9.784281 16.282559 31.504478
10.035436 16.235525 31.407486
10.285448 16.187068 31.307773
10.534275 16.137184 31.205333
10.781878 16.085867 31.100156
11.028212 16.033114 30.992234
11.273236 15.978919 30.881560
11.516905 15.923278 30.768124
11.759174 15.866188 30.651919
11.999997 15.807642 30.532937
12.239329 15.747638 30.411171
12.477121 15.686170 30.286612
12.713326 15.623235 30.159253
12.947893 15.558829 30.029087
13.180773 15.492948 29.896108
13.411914 15.425587 29.760308
13.641265 15.356745 29.621682
13.868773 15.286416 29.480223
14.094382 15.214598 29.335926
14.318039 15.141289 29.188786
14.539688 15.066484 29.038798
14.759271 14.990182 28.885958
14.976730 14.912381 28.730263
15.192007 14.833077 28.571708
15.405041 14.752271 28.410291
15.615772 14.669959 28.246012
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-14.945466 14.250334 28.754552
-14.733178 14.335653 28.918144
-14.518528 14.419522 29.078780
-14.301580 14.501942 29.236462
-14.082393 14.582911 29.391191
-13.861026 14.662428 29.542968
-13.637539 14.740495 29.691796
-13.411990 14.817111 29.837679
-13.184436 14.892277 29.980619
-12.954932 14.965993 30.120622
-12.723534 15.038261 30.257690
-12.490296 15.109081 30.391830
-12.255272 15.178457 30.523047
-12.018513 15.246388 30.651346
-11.780072 15.312877 30.776734
-11.540000 15.377927 30.899217
-11.298345 15.441539 31.018802
-11.055157 15.503716 31.135495
-10.810485 15.564460 31.249305
-10.564375 15.623774 31.360238
-10.316874 15.681662 31.468302
-10.068028 15.738125 31.573504
-9.817882 15.793166 31.675854
-9.566479 15.846789 31.775358
-9.313863 15.898998 31.872025
-9.060077 15.949794 31.965863
-8.805162 15.999181 32.056880
-8.549159 16.047162 32.145085
-8.292110 16.093742 32.230486
-8.034053 16.138922 32.313090
-7.775027 16.182706 32.392907
-7.515072 16.225098 32.469943
-7.254224 16.266100 32.544209
-6.992521 16.305716 32.615710
-6.729998 16.343949 32.684456
-6.466693 16.380801 32.750454
-6.202640 16.416278 32.813711
-5.937874 16.450380 32.874236
-5.672430 16.483111 32.932035
-5.406340 16.514474 32.987116
-5.139638 16.544472 33.039485
-4.872358 16.573107 33.089150
-4.604530 16.600382 33.136116
-4.336187 16.626300 33.180391
-4.067361 16.650863 33.221980
-3.798082 16.674073 33.260890
-3.528382 16.695932 33.297125
-3.258289 16.716443 33.330691
-2.987835 16.735607 33.361594
-2.717050 16.753427 33.389837
-2.445961 16.769903 33.415426
-2.174599 16.785038 33.438365
-1.902993 16.798833 33.458657
-1.631171 16.811289 33.476307
-1.359161 16.822407 33.491317
-1.086992 16.832189 33.503691
-0.814693 16.840635 33.513431
-0.542290 16.847745 33.520539
-0.269812 16.853521 33.525019
0.002714 16.857963 33.526871
0.275259 16.861070 33.526096
0.547796 16.862843 33.522697
0.820297 16.863283 33.516673
1.092735 16.862388 33.508025
1.365082 16.860158 33.496754
1.637310 16.856593 33.482858
1.909392 16.851692 33.466338
2.181299 16.845455 33.447192
2.453004 16.837879 33.425420
2.724478 16.828964 33.401019
2.995694 16.818709 33.373988
3.266622 16.807112 33.344325
3.537234 16.794172 33.312027
3.807502 16.779886 33.277091
4.077396 16.764253 33.239515
4.346886 16.747270 33.199295
4.615944 16.728937 33.156428
4.884538 16.709249 33.110909
5.152639 16.688205 33.062734
5.420217 16.665802 33.011899
5.687239 16.642038 32.958400
5.953675 16.616909 32.902230
6.219493 16.590413 32.843386
6.484660 16.562546 32.781861
6.749144 16.533306 32.717651
7.012912 16.502689 32.650748
7.275929 16.470691 32.581148
7.538161 16.437310 32.508844
7.799575 16.402542 32.433830
8.060134 16.366383 32.356098
8.319802 16.328829 32.275644
8.578543 16.289877 32.192459
8.836320 16.249523 32.106537
9.093095 16.207763 32.017871
9.348830 16.164594 31.926455
9.603485 16.120011 31.832280
9.857020 16.074010 31.735340
10.109396 16.026588 31.635628
10.360571 15.977741 31.533137
10.610503 15.927465 31.427859
10.859149 15.875755 31.319788
11.106465 15.822609 31.208916
11.352408 15.768022 31.095237
11.596933 15.711991 30.978745
11.839993 15.654511 30.859431
12.081541 15.595580 30.737291
12.321531 15.535194 30.612317
12.559913 15.473349 30.484504
12.796639 15.410042 30.353845
13.031658 15.345271 30.220336
13.264919 15.279031 30.083971
13.496370 15.211321 29.944745
13.725958 15.142137 29.802653
13.953630 15.071477 29.657692
14.179331 14.999339 29.509857
14.403005 14.925720 29.359145
14.624595 14.850620 29.205553
14.844044 14.774036 29.049080
15.061294 14.695966 28.889722
15.276286 14.616411 28.727479
15.488958 14.535369 28.562351
15.699250 14.452840 28.394337
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-15.025679 14.032995 28.903386
-14.813687 14.118398 29.070686
-14.599260 14.202372 29.235007
-14.382460 14.284914 29.396348
-14.163347 14.366023 29.554708
-13.941983 14.445698 29.710088
-13.718425 14.523937 29.862487
-13.492733 14.600739 30.011907
-13.264964 14.676106 30.158349
-13.035175 14.750035 30.301817
-12.803421 14.822529 30.442312
-12.569758 14.893586 30.579839
-12.334240 14.963208 30.714400
-12.096920 15.031395 30.846000
-11.857850 15.098149 30.974644
-11.617083 15.163470 31.100336
-11.374668 15.227361 31.223081
-11.130656 15.289823 31.342885
-10.885097 15.350857 31.459753
-10.638037 15.410466 31.573693
-10.389526 15.468651 31.684709
-10.139609 15.525415 31.792808
-9.888334 15.580759 31.897997
-9.635744 15.634687 32.000282
-9.381885 15.687200 32.099671
-9.126800 15.738301 32.196170
-8.870533 15.787992 32.289786
-8.613126 15.836277 32.380527
-8.354620 15.883157 32.468399
-8.095057 15.928636 32.553410
-7.834477 15.972715 32.635566
-7.572919 16.015398 32.714876
-7.310423 16.056687 32.791346
-7.047028 16.096585 32.864983
-6.782771 16.135095 32.935794
-6.517690 16.172218 33.003786
-6.251820 16.207958 33.068966
-5.985200 16.242317 33.131340
-5.717864 16.275298 33.190916
-5.449847 16.306903 33.247699
-5.181184 16.337135 33.301695
-4.911911 16.365995 33.352912
-4.642059 16.393485 33.401355
-4.371664 16.419609 33.447029
-4.100757 16.444368 33.489940
-3.829372 16.467764 33.530094
-3.557541 16.489799 33.567495
-3.285295 16.510475 33.602148
-3.012667 16.529793 33.634059
-2.739688 16.547755 33.663231
-2.466388 16.564362 33.689669
-2.192798 16.579616 33.713376
-1.918950 16.593518 33.734357
-1.644873 16.606069 33.752614
-1.370598 16.617269 33.768150
-1.096154 16.627121 33.780970
-0.821571 16.635624 33.791074
-0.546879 16.642779 33.798465
-0.272108 16.648586 33.803145
0.002714 16.653047 33.805116
0.277556 16.656160 33.804380
0.552389 16.657926 33.800936
0.827184 16.658345 33.794787
1.101912 16.657417 33.785932
1.376543 16.655141 33.774372
1.651048 16.651517 33.760106
1.925398 16.646544 33.743135
2.199562 16.640221 33.723457
2.473511 16.632548 33.701071
2.747216 16.623523 33.675977
3.020646 16.613146 33.648173
3.293771 16.601414 33.617656
3.566561 16.588326 33.584425
3.838986 16.573881 33.548477
4.111015 16.558078 33.509810
4.382616 16.540913 33.468420
4.653759 16.522386 33.424305
4.924411 16.502494 33.377462
5.194541 16.481235 33.327886
5.464117 16.458607 33.275573
5.733106 16.434607 33.220521
6.001475 16.409233 33.162723
6.269191 16.382483 33.102176
6.536219 16.354353 33.038876
6.802526 16.324841 32.972816
7.068076 16.293944 32.903993
7.332835 16.261659 32.832401
7.596767 16.227983 32.758034
7.859835 16.192913 32.680888
8.122003 16.156446 32.600956
8.383233 16.118579 32.518233
8.643488 16.079308 32.432714
8.902729 16.038631 32.344392
9.160916 15.996544 32.253261
9.418011 15.953043 32.159315
9.673972 15.908127 32.062550
9.928758 15.861790 31.962958
10.182328 15.814031 31.860534
10.434640 15.764846 31.755271
10.685649 15.714231 31.647165
10.935312 15.662183 31.536209
11.183585 15.608700 31.422398
11.430422 15.553778 31.305726
11.675777 15.497414 31.186188
11.919603 15.439606 31.063779
12.161852 15.380350 30.938493
12.402475 15.319644 30.810326
12.641424 15.257485 30.679274
12.878648 15.193871 30.545332
13.114095 15.128799 30.408496
13.347715 15.062268 30.268763
13.579454 14.994275 30.126129
13.809258 14.924818 29.980591
14.037074 14.853897 29.832148
14.262846 14.781509 29.680797
14.486517 14.707654 29.526536
14.708031 14.632330 29.369365
14.927329 14.555537 29.209283
15.144353 14.477275 29.046290
15.359043 14.397543 28.880386
15.571338 14.316342 28.711574
15.781176 14.233673 28.539855
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-15.104410 13.813614 29.049381
-14.892729 13.899027 29.220358
-14.678539 13.983030 29.388333
-14.461903 14.065621 29.553304
-14.242883 14.146798 29.715268
-14.021537 14.226557 29.874223
-13.797927 14.304897 30.030167
-13.572111 14.381816 30.183100
-13.344148 14.457314 30.333022
-13.114094 14.531389 30.479933
-12.882006 14.604040 30.623834
-12.647940 14.675267 30.764727
-12.411950 14.745070 30.902614
-12.174091 14.813449 31.037497
-11.934416 14.880404 31.169379
