X Y Z
60.932621 128.269050 223.739282
62.792814 128.056449 223.346386
64.651649 127.836901 222.941452
66.509078 127.610389 222.524451
68.365050 127.376893 222.095356
70.219514 127.136396 221.654138
72.072418 126.888878 221.200767
73.923709 126.634320 220.735213
75.773332 126.372703 220.257445
77.621231 126.104005 219.767433
79.467350 125.828207 219.265142
81.311631 125.545288 218.750542
83.154013 125.255226 218.223598
84.994437 124.958000 217.684276
86.832840 124.653587 217.132543
88.669159 124.341967 216.568362
90.503328 124.023116 215.991700
92.335282 123.697011 215.402519
94.164952 123.363630 214.800784
95.992269 123.022949 214.186457
97.817162 122.674945 213.559501
99.639560 122.319594 212.919879
101.459387 121.956872 212.267554
103.276567 121.586755 211.602485
105.091025 121.209218 210.924636
106.902679 120.824237 210.233967
108.711451 120.431788 209.530439
110.517256 120.031845 208.814014
112.320011 119.624385 208.084650
114.119629 119.209381 207.342311
115.916023 118.786809 206.586954
117.709102 118.356644 205.818542
-118.436948 115.372967 207.091207
-116.633621 115.816146 207.865867
-114.826796 116.251959 208.627152
-113.016571 116.680426 209.375101
-111.203040 117.101565 210.109751
-109.386298 117.515395 210.831140
-107.566437 117.921936 211.539308
-105.743547 118.321206 212.234291
-103.917716 118.713225 212.916130
-102.089032 119.098013 213.584861
-100.257578 119.475587 214.240524
-98.423439 119.845968 214.883156
-96.586696 120.209174 215.512795
-94.747429 120.565224 216.129478
-92.905716 120.914137 216.733245
-91.061634 121.255932 217.324131
-89.215258 121.590626 217.902174
-87.366663 121.918239 218.467410
-85.515920 122.238788 219.019876
-83.663100 122.552292 219.559608
-81.808272 122.858768 220.086642
-79.951504 123.158234 220.601012
-78.092863 123.450707 221.102754
-76.232414 123.736204 221.591902
-74.370220 124.014743 222.068489
-72.506344 124.286339 222.532551
-70.640849 124.551008 222.984118
-68.773792 124.808768 223.423224
-66.905234 125.059633 223.849900
-65.035232 125.303619 224.264178
-63.163842 125.540742 224.666088
-61.291121 125.771014 225.055661
-59.417121 125.994452 225.432925
-57.541897 126.211069 225.797910
-55.665501 126.420879 226.150643
-53.787984 126.623895 226.491152
-51.909397 126.820129 226.819464
-50.029788 127.009595 227.135605
-48.149206 127.192305 227.439600
-46.267700 127.368270 227.731473
-44.385315 127.537501 228.011249
-42.502097 127.700010 228.278950
-40.618092 127.855807 228.534600
-38.733345 128.004901 228.778219
-36.847898 128.147303 229.009827
-34.961795 128.283022 229.229446
-33.075079 128.412066 229.437095
-31.187791 128.534444 229.632790
-29.299972 128.650163 229.816551
-27.411663 128.759231 229.988394
-25.522904 128.861654 230.148334
-23.633735 128.957439 230.296386
-21.744194 129.046593 230.432565
-19.854321 129.129119 230.556884
-17.964153 129.205023 230.669355
-16.073729 129.274311 230.769989
-14.183086 129.336984 230.858798
-12.292262 129.393048 230.935791
-10.401292 129.442505 231.000976
-8.510214 129.485357 231.054363
-6.619065 129.521607 231.095957
-4.727880 129.551256 231.125765
-2.836696 129.574305 231.143792
-0.945549 129.590754 231.150043
0.945526 129.600603 231.144521
2.836493 129.603852 231.127229
4.727316 129.600500 231.098167
6.617959 129.590545 231.057338
8.508387 129.573985 231.004740
10.398563 129.550817 230.940373
12.288453 129.521039 230.864234
14.178019 129.484646 230.776321
16.067227 129.441635 230.676630
17.956039 129.392001 230.565155
19.844419 129.335738 230.441893
21.732330 129.272842 230.306835
23.619736 129.203306 230.159975
25.506599 129.127123 230.001303
27.392881 129.044286 229.830812
29.278545 128.954788 229.648491
31.163553 128.858620 229.454329
33.047865 128.755774 229.248314
34.931442 128.646240 229.030433
36.814245 128.530010 228.800673
38.696233 128.407072 228.559019
40.577366 128.277417 228.305457
42.457602 128.141033 228.039969
44.336900 127.997909 227.762540
46.215217 127.848032 227.473151
48.092509 127.691391 227.171783
49.968734 127.527972 226.858418
51.843845 127.357762 226.533035
53.717799 127.180747 226.195614
55.590548 126.996913 225.846131
57.462045 126.806246 225.484566
59.332244 126.608729 225.110894
61.201094 126.404348 224.725092
63.068547 126.193086 224.327135
64.934551 125.974928 223.916997
66.799056 125.749856 223.494653
68.662008 125.517854 223.060075
70.523354 125.278904 222.613236
72.383039 125.032987 222.154108
74.241007 124.780086 221.682663
76.097202 124.520182 221.198870
77.951565 124.253256 220.702700
79.804037 123.979289 220.194122
81.654557 123.698261 219.673106
83.503063 123.410153 219.139619
85.349493 123.114943 218.593629
87.193781 122.812612 218.035105
89.035862 122.503139 217.464011
90.875670 122.186502 216.880316
92.713134 121.862681 216.283984
94.548185 121.531654 215.674982
96.380752 121.193399 215.053274
98.210761 120.847893 214.418826
100.038138 120.495116 213.771602
101.862807 120.135045 213.111566
103.684689 119.767656 212.438682
105.503706 119.392928 211.752914
107.319776 119.010838 211.054226
109.132816 118.621363 210.342579
110.942743 118.224479 209.617939
112.749469 117.820164 208.880267
114.552907 117.408395 208.129527
116.352967 116.989149 207.365682
118.149558 116.562402 206.588694
-118.864904 113.573218 207.839502
-117.058300 114.012757 208.622735
-115.248044 114.445029 209.392511
-113.434234 114.870050 210.148867
-111.616968 115.287838 210.891837
-109.796341 115.698411 211.621457
-107.972447 116.101785 212.337764
-106.145378 116.497979 213.040793
-104.315224 116.887009 213.730581
-102.482074 117.268893 214.407162
-100.646015 117.643648 215.070574
-98.807131 118.011293 215.720851
-96.965506 118.371843 216.358030
-95.121223 118.725318 216.982146
-93.274362 119.071733 217.593235
-91.425002 119.411105 218.191331
-89.573220 119.743453 218.776470
-87.719092 120.068792 219.348686
-85.862692 120.387140 219.908014
-84.004093 120.698513 220.454488
-82.143368 121.002927 220.988142
-80.280585 121.300398 221.509009
-78.415815 121.590943 222.017122
-76.549124 121.874577 222.512514
-74.680579 122.151316 222.995217
-72.810244 122.421176 223.465264
-70.938184 122.684170 223.922684
-69.064461 122.940314 224.367510
-67.189135 123.189623 224.799771
-65.312268 123.432111 225.219497
-63.433919 123.667791 225.626717
-61.554144 123.896678 226.021461
-59.673002 124.118784 226.403755
-57.790548 124.334123 226.773628
-55.906836 124.542707 227.131107
-54.021922 124.744548 227.476218
-52.135857 124.939660 227.808986
-50.248693 125.128052 228.129436
-48.360482 125.309737 228.437592
-46.471275 125.484726 228.733478
-44.581120 125.653028 229.017118
-42.690066 125.814654 229.288532
-40.798161 125.969614 229.547743
-38.905452 126.117917 229.794771
-37.011986 126.259572 230.029636
-35.117808 126.394588 230.252357
-33.222964 126.522971 230.462952
-31.327498 126.644731 230.661440
-29.431453 126.759875 230.847837
-27.534874 126.868408 231.022159
-25.637804 126.970338 231.184421
-23.740283 127.065670 231.334637
-21.842355 127.154411 231.472822
-19.944061 127.236564 231.598988
-18.045442 127.312135 231.713147
-16.146539 127.381127 231.815310
-14.247391 127.443544 231.905487
-12.348039 127.499390 231.983688
-10.448523 127.548667 232.049921
-8.548882 127.591377 232.104194
-6.649155 127.627523 232.146514
-4.749382 127.657105 232.176887
-2.849601 127.680124 232.195318
-0.949851 127.696580 232.201811
0.949829 127.706474 232.196370
2.849401 127.709805 232.178997
4.748826 127.706572 232.149693
6.648065 127.696773 232.108460
8.547081 127.680407 232.055298
10.445834 127.657469 231.990205
12.344286 127.627959 231.913179
14.242398 127.591872 231.824219
16.140131 127.549204 231.723319
18.037446 127.499951 231.610477
19.934304 127.444107 231.485686
21.830666 127.381669 231.348941
23.726490 127.312628 231.200234
25.621739 127.236981 231.039558
27.516370 127.154718 230.866903
29.410344 127.065834 230.682261
31.303619 126.970321 230.485620
33.196153 126.868169 230.276970
35.087906 126.759372 230.056299
36.978833 126.643919 229.823593
38.868894 126.521801 229.578838
40.758043 126.393007 229.322022
42.646237 126.257529 229.053127
44.533431 126.115354 228.772138
46.419581 125.966471 228.479038
48.304639 125.810868 228.173809
50.188561 125.648534 227.856433
52.071297 125.479456 227.526891
53.952801 125.303620 227.185163
55.833023 125.121013 226.831227
57.711914 124.931622 226.465063
59.589423 124.735432 226.086649
61.465498 124.532428 225.695961
63.340089 124.322596 225.292977
65.213141 124.105920 224.877671
67.084600 123.882384 224.450020
68.954412 123.651972 224.009997
70.822519 123.414668 223.557577
72.688865 123.170455 223.092734
74.553392 122.919316 222.615439
76.416039 122.661233 222.125664
78.276747 122.396189 221.623383
80.135454 122.124165 221.108564
81.992096 121.845144 220.581180
83.846610 121.559105 220.041200
85.698930 121.266032 219.488594
87.548989 120.965904 218.923331
89.396719 120.658701 218.345379
91.242051 120.344405 217.754707
93.084913 120.022996 217.151282
94.925234 119.694453 216.535073
96.762940 119.358756 215.906046
98.597955 119.015885 215.264169
100.430204 118.665819 214.609407
102.259607 118.308537 213.941728
104.086084 117.944018 213.261097
105.909555 117.572242 212.567481
107.729937 117.193187 211.860845
109.547144 116.806832 211.141155
111.361091 116.413156 210.408376
113.171689 116.012138 209.662473
114.978848 115.603756 208.903413
116.782478 115.187989 208.131161
118.582484 114.764815 207.345682
-119.285369 111.770278 208.574700
-117.475580 112.206024 209.366416
-115.661986 112.634601 210.144597
-113.844687 113.056027 210.909274
-112.023783 113.470316 211.660482
-110.199369 113.877484 212.398253
-108.371542 114.277546 213.122621
-106.540395 114.670518 213.833618
-104.706021 115.056417 214.531280
-102.868509 115.435258 215.215639
-101.027948 115.807056 215.886728
-99.184426 116.171828 216.544582
-97.338028 116.529589 217.189234
-95.488838 116.880355 217.820716
-93.636939 117.224141 218.439063
-91.782410 117.560964 219.044308
-89.925333 117.890839 219.636483
-88.065785 118.213781 220.215621
-86.203842 118.529805 220.781754
-84.339580 118.838928 221.334915
-82.473072 119.141162 221.875136
-80.604391 119.436525 222.402448
-78.733608 119.725029 222.916882
-76.860793 120.006690 223.418470
-74.986014 120.281522 223.907242
-73.109339 120.549539 224.383228
-71.230834 120.810755 224.846458
-69.350563 121.065184 225.296961
-67.468591 121.312838 225.734766
-65.584980 121.553732 226.159901
-63.699791 121.787877 226.572394
-61.813086 122.015287 226.972272
-59.924923 122.235973 227.359562
-58.035361 122.449948 227.734290
-56.144457 122.657224 228.096482
-54.252268 122.857812 228.446163
-52.358849 123.051722 228.783357
-50.464255 123.238967 229.108088
-48.568540 123.419555 229.420379
-46.671756 123.593497 229.720253
-44.773955 123.760804 230.007731
-42.875190 123.921483 230.282835
-40.975510 124.075545 230.545585
-39.074966 124.222997 230.796001
-37.173606 124.363849 231.034102
-35.271478 124.498107 231.259906
-33.368632 124.625780 231.473431
-31.465114 124.746874 231.674695
-29.560970 124.861396 231.863712
-27.656247 124.969353 232.040498
-25.750991 125.070750 232.205069
-23.845246 125.165592 232.357438
-21.939058 125.253885 232.497617
-20.032469 125.335634 232.625620
-18.125525 125.410842 232.741457
-16.218269 125.479514 232.845140
-14.310743 125.541652 232.936679
-12.402991 125.597259 233.016082
-10.495056 125.646339 233.083357
-8.586978 125.688892 233.138513
-6.678801 125.724921 233.181555
-4.770566 125.754427 233.212491
-2.862315 125.777410 233.231323
-0.954090 125.793871 233.238058
0.954068 125.803810 233.232698
2.862118 125.807225 233.215245
4.770018 125.804115 233.185702
1.839525 34.652819 64.224592
2.364981 34.648367 64.209793
2.890361 34.642115 64.191663
3.415655 34.634064 64.170202
14.305825 125.690635 232.856624
16.211957 125.648332 232.754525
18.117649 125.599485 232.640324
20.022859 125.544088 232.514015
21.927543 125.482137 232.375593
23.831660 125.413626 232.225051
25.735168 125.338549 232.062383
27.638021 125.256899 231.887578
29.540178 125.168670 231.700630
31.441595 125.073855 231.501527
33.342226 124.972445 231.290259
35.242028 124.864433 231.066815
37.140955 124.749809 230.831182
39.038962 124.628566 230.583347
40.936002 124.500692 230.323297
42.832029 124.366179 230.051018
44.726995 124.225016 229.766493
46.620853 124.077193 229.469707
48.513553 123.922698 229.160643
50.405047 123.761520 228.839283
52.295284 123.593646 228.505610
54.184215 123.419066 228.159604
56.071787 123.237766 227.801246
57.957948 123.049732 227.430516
59.842645 122.854953 227.047392
61.725824 122.653413 226.651854
63.607431 122.445100 226.243878
65.487409 122.229997 225.823442
67.365702 122.008092 225.390523
69.242252 121.779368 224.945096
71.117001 121.543810 224.487136
72.989889 121.301403 224.016620
74.860855 121.052129 223.533519
76.729837 120.795974 223.037810
78.596773 120.532921 222.529464
80.461597 120.262952 222.008454
82.324246 119.986050 221.474753
84.184651 119.702199 220.928332
86.042747 119.411380 220.369163
87.898462 119.113575 219.797217
89.751728 118.808767 219.212464
91.602472 118.496937 218.614874
93.450621 118.178067 218.004417
95.296102 117.852138 217.381063
97.138837 117.519131 216.744781
98.978750 117.179027 216.095540
100.815763 116.831808 215.433309
102.649794 116.477454 214.758056
104.480762 116.115945 214.069750
106.308584 115.747262 213.368358
108.133175 115.371386 212.653850
109.954448 114.988298 211.926192
111.772315 114.597977 211.185353
113.586687 114.200404 210.431301
115.397471 113.795559 209.664003
117.204576 113.383424 208.883429
119.007905 112.963977 208.089544
-119.698366 109.964238 209.296840
-117.885482 110.396038 210.096949
-116.068642 110.820771 210.883444
-114.247948 111.238452 211.656357
-112.423499 111.649094 212.415717
-110.595396 112.052711 213.161555
-108.763734 112.449317 213.893902
-106.928609 112.838926 214.612789
-105.090115 113.221553 215.318248
-103.248344 113.597211 216.010308
-101.403386 113.965915 216.689002
-99.555331 114.327679 217.354360
-97.704265 114.682517 218.006415
-95.850276 115.030444 218.645196
-93.993446 115.371473 219.270735
-92.133860 115.705619 219.883064
-90.271598 116.032896 220.482212
-88.406741 116.353318 221.068210
-86.539368 116.666898 221.641090
-84.669555 116.973651 222.200881
-82.797380 117.273590 222.747613
-80.922915 117.566729 223.281316
-79.046236 117.853081 223.802019
-77.167413 118.132660 224.309752
-75.286518 118.405478 224.804544
-73.403621 118.671548 225.286422
-71.518789 118.930883 225.755416
-69.632091 119.183496 226.211552
-67.743592 119.429399 226.654858
-65.853357 119.668603 227.085360
-63.961451 119.901121 227.503086
-62.067936 120.126964 227.908060
-60.172875 120.346143 228.300309
-58.276327 120.558670 228.679857
-56.378354 120.764555 229.046728
-54.479013 120.963808 229.400946
-52.578364 121.156441 229.742535
-50.676464 121.342462 230.071517
-48.773368 121.521882 230.387914
-46.869132 121.694709 230.691747
-44.963811 121.860952 230.983038
-43.057460 122.020621 231.261807
-41.150130 122.173723 231.528072
-39.241876 122.320266 231.781854
-37.332747 122.460258 232.023170
-35.422797 122.593706 232.252037
-33.512075 122.720617 232.468473
-31.600631 122.840998 232.672494
-29.688515 122.954854 232.864115
-27.775775 123.062191 233.043351
-25.862460 123.163015 233.210216
-23.948617 123.257331 233.364723
-22.034295 123.345143 233.506885
-20.119539 123.426456 233.636714
-18.204398 123.501273 233.754220
-16.288916 123.569598 233.859414
-14.373140 123.631434 233.952306
-12.457115 123.686783 234.032904
-10.540887 123.735647 234.101216
-8.624500 123.778030 234.157249
-6.708000 123.813931 234.201011
-4.791431 123.843351 234.232505
-2.874838 123.866292 234.251738
-0.958265 123.882754 234.258714
0.958244 123.892736 234.253435
2.874644 123.896237 234.235904
4.790892 123.893257 234.206123
6.706943 123.883793 234.164093
8.622753 123.867845 234.109814
10.538278 123.845409 234.043285
12.453474 123.816483 233.964505
14.368296 123.781064 233.873471
16.282700 123.739147 233.770180
18.196642 123.690730 233.654629
20.110075 123.635807 233.526813
22.022956 123.574373 233.386726
23.935239 123.506424 233.234362
25.846878 123.431953 233.069715
27.757828 123.350955 232.892776
29.668042 123.263422 232.703537
31.577474 123.169349 232.501988
33.486076 123.068727 232.288121
35.393801 122.961549 232.061923
37.300602 122.847808 231.823384
39.206429 122.727493 231.572491
41.111235 122.600597 231.309230
43.014969 122.467109 231.033590
44.917582 122.327021 230.745554
46.819023 122.180323 230.445108
48.719240 122.027003 230.132236
50.618183 121.867052 229.806922
52.515797 121.700457 229.469148
54.412031 121.527208 229.118896
56.306830 121.347293 228.756148
58.200138 121.160699 228.380886
60.091901 120.967414 227.993088
61.982061 120.767425 227.592735
63.870563 120.560719 227.179806
65.757346 120.347282 226.754279
67.642352 120.127101 226.316133
69.525521 119.900161 225.865343
71.406793 119.666448 225.401888
73.286103 119.425947 224.925744
75.163390 119.178644 224.436885
77.038589 118.924523 223.935289
78.911635 118.663569 223.420928
80.782462 118.395766 222.893779
82.651001 118.121098 222.353814
84.517184 117.839548 221.801007
86.380940 117.551101 221.235331
88.242199 117.255740 220.656760
90.100889 116.953449 220.065265
91.956934 116.644209 219.460818
93.810260 116.328005 218.843393
95.660790 116.004818 218.212959
97.508447 115.674632 217.569488
99.353152 115.337429 216.912952
101.194822 114.993191 216.243321
103.033377 114.641900 215.560567
104.868732 114.283540 214.864659
106.700803 113.918091 214.155568
108.529502 113.545537 213.433264
110.354742 113.165858 212.697719
112.176432 112.779038 211.948901
113.994481 112.385058 211.186783
115.808796 111.983900 210.411333
117.619282 111.575546 209.622523
119.425842 111.159979 208.820323
-120.103918 108.155186 210.005963
-118.288028 108.582890 210.814370
-116.468031 109.003630 211.609089
-114.644033 109.417418 212.390146
-112.816135 109.824267 213.157571
-110.984436 110.224189 213.911391
-109.149036 110.617197 214.651634
-107.310031 111.003302 215.378328
-105.467517 111.382517 216.091503
-103.621588 111.754855 216.791187
-101.772335 112.120329 217.477409
-99.919850 112.478951 218.150198
-98.064222 112.830735 218.809583
-96.205539 113.175692 219.455592
-94.343887 113.513836 220.088255
-92.479352 113.845179 220.707600
-90.612015 114.169734 221.313657
-88.741960 114.487513 221.906453
-86.869268 114.798530 222.486017
-84.994018 115.102796 223.052378
-83.116288 115.400325 223.605563
-81.236154 115.691127 224.145601
-79.353694 115.975216 224.672518
-77.468979 116.252603 225.186344
-75.582085 116.523301 225.687104
-73.693083 116.787320 226.174825
-71.802044 117.044673 226.649533
-69.909036 117.295371 227.111256
-68.014130 117.539425 227.560018
-66.117392 117.776845 227.995845
-64.218889 118.007644 228.418761
-62.318686 118.231830 228.828791
-60.416847 118.449415 229.225960
-58.513437 118.660409 229.610290
-56.608517 118.864821 229.981804
-54.702148 119.062661 230.340525
-52.794393 119.253939 230.686476
-50.885309 119.438663 231.019677
-48.974957 119.616842 231.340149
-47.063394 119.788484 231.647914
-45.150678 119.953599 231.942990
-43.236866 120.112193 232.225396
-41.322012 120.264274 232.495152
-39.406173 120.409849 232.752275
-37.489403 120.548926 232.996783
-35.571755 120.681511 233.228693
-33.653284 120.807610 233.448020
-31.734041 120.927229 233.654779
-29.814079 121.040374 233.848987
-27.893449 121.147050 234.030655
-25.972202 121.247262 234.199800
-24.050389 121.341015 234.356431
-22.128061 121.428312 234.500563
-20.205266 121.509157 234.632206
-18.282054 121.583555 234.751370
-16.358474 121.651508 234.858066
-14.434576 121.713018 234.952302
-12.510406 121.768088 235.034088
-10.586013 121.816721 235.103430
-8.661446 121.858917 235.160336
-6.736751 121.894678 235.204812
-4.811976 121.924004 235.236864
-2.887169 121.946897 235.256495
-0.962376 121.963356 235.263711
0.962355 121.973381 235.258514
2.886978 121.976970 235.240907
4.811445 121.974124 235.210891
6.735710 121.964840 235.168467
8.659726 121.949116 235.113637
10.583445 121.926951 235.046398
12.506822 121.898341 234.966750
14.429808 121.863284 234.874691
16.352356 121.821776 234.770218
18.274419 121.773813 234.653328
20.195949 121.719390 234.524015
22.116899 121.658504 234.382276
24.037220 121.591150 234.228103
25.956864 121.517321 234.061492
27.875783 121.437012 233.882434
29.793926 121.350217 233.690922
31.711246 121.256929 233.486946
33.627693 121.157142 233.270498
35.543215 121.050848 233.041567
37.457763 120.938039 232.800143
39.371286 120.818708 232.546214
41.283731 120.692846 232.279768
43.195048 120.560444 232.000791
45.105182 120.421494 231.709271
47.014081 120.275986 231.405193
48.921692 120.123909 231.088542
50.827958 119.965255 230.759304
52.732826 119.800013 230.417460
54.636240 119.628171 230.062996
56.538142 119.449719 229.695893
58.438475 119.264645 229.316134
60.337181 119.072938 228.923699
62.234201 118.874585 228.518571
64.129476 118.669575 228.100729
66.022943 118.457894 227.670152
67.914543 118.239531 227.226821
69.804211 118.014471 226.770714
71.691885 117.782701 226.301809
73.577500 117.544208 225.820084
75.460991 117.298978 225.325517
77.342290 117.046997 224.818084
79.221330 116.788249 224.297761
81.098043 116.522722 223.764525
82.972358 116.250399 223.218352
84.844204 115.971267 222.659216
86.713509 115.685309 222.087092
88.580200 115.392511 221.501956
90.444201 115.092857 220.903782
92.305437 114.786331 220.292543
94.163831 114.472918 219.668214
96.019304 114.152601 219.030767
97.871775 113.825365 218.380177
99.721165 113.491194 217.716417
101.567389 113.150071 217.039460
103.410364 112.801980 216.349278
105.250005 112.446905 215.645844
107.086223 112.084829 214.929132
108.918932 111.715737 214.199114
110.748041 111.339611 213.455762
112.573457 110.956436 212.699050
114.395089 110.566194 211.928951
116.212841 110.168871 211.145437
118.026617 109.764448 210.348481
119.836320 109.352911 209.538057
-120.502049 106.343208 210.702108
-118.683237 106.766667 211.518718
-116.860173 107.183267 212.321565
-115.032961 107.593018 213.110676
-113.201704 107.995930 213.886075
-111.366504 108.392014 214.647788
-109.527460 108.781282 215.395841
-107.684672 109.163743 216.130258
-105.838237 109.539409 216.851068
-103.988249 109.908291 217.558295
-102.134802 110.270401 218.251966
-100.277991 110.625749 218.932109
-98.417904 110.974347 219.598749
-96.554633 111.316206 220.251913
-94.688265 111.651337 220.891628
-92.818886 111.979752 221.517921
-90.946584 112.301463 222.130818
-89.071441 112.616479 222.730346
-87.193541 112.924814 223.316531
-85.312965 113.226477 223.889399
-83.429793 113.521479 224.448977
-81.544104 113.809833 224.995291
-79.655976 114.091549 225.528366
-77.765486 114.366637 226.048228
-75.872709 114.635108 226.554903
-73.977719 114.896973 227.048415
-72.080590 115.152243 227.528789
-70.181392 115.400927 227.996049
-68.280198 115.643035 228.450220
-66.377076 115.878578 228.891325
-64.472096 116.107566 229.319389
-62.565326 116.330007 229.734432
-60.656832 116.545912 230.136480
-58.746681 116.755288 230.525552
-56.834936 116.958146 230.901672
-54.921663 117.154494 231.264860
-53.006924 117.344340 231.615137
-51.090782 117.527693 231.952524
-49.173298 117.704560 232.277040
-47.254533 117.874950 232.588704
-45.334546 118.038869 232.887536
-43.413398 118.196324 233.173553
-41.491146 118.347324 233.446773
-39.567849 118.491873 233.707213
-37.643563 118.629980 233.954889
-35.718345 118.761648 234.189818
-33.792251 118.886885 234.412014
-31.865336 119.005696 234.621493
-29.937655 119.118085 234.818267
-28.009262 119.224057 235.002352
-26.080212 119.323618 235.173759
-24.150557 119.416770 235.332500
-22.220349 119.503518 235.478587
-20.289643 119.583866 235.612032
-18.358490 119.657815 235.732843
-16.426940 119.725370 235.841030
-14.495047 119.786532 235.936602
-12.562861 119.841304 236.019568
-10.630433 119.889687 236.089934
-8.697813 119.931682 236.147707
-6.765052 119.967291 236.192894
-4.832200 119.996515 236.225499
-2.899307 120.019353 236.245527
-0.966423 120.035806 236.252982
0.966402 120.045872 236.247867
2.899119 120.049553 236.230184
4.831677 120.046845 236.199936
6.764027 120.037748 236.157124
8.696120 120.022260 236.101746
10.627905 120.000378 236.033804
12.559334 119.972101 235.953296
14.490355 119.937425 235.860221
16.420919 119.896346 235.754575
18.350975 119.848862 235.636356
20.280474 119.794967 235.505559
22.209365 119.734659 235.362180
24.137597 119.667931 235.206213
26.065118 119.594779 235.037653
27.991878 119.515197 234.856493
29.917825 119.429180 234.662725
31.842906 119.336722 234.456342
33.767069 119.237815 234.237334
35.690262 119.132454 234.005692
37.612431 119.020630 233.761405
39.533523 118.902337 233.504464
41.453482 118.777566 233.234857
43.372255 118.646310 232.952572
45.289785 118.508559 232.657595
47.206018 118.364306 232.349915
49.120897 118.213541 232.029516
51.034363 118.056254 231.696385
52.946361 117.892435 231.350506
54.856831 117.722076 230.991863
56.765713 117.545165 230.620441
58.672949 117.361692 230.236223
60.578476 117.171645 229.839191
62.482235 116.975015 229.429328
64.384161 116.771788 229.006614
66.284193 116.561954 228.571032
68.182266 116.345501 228.122561
70.078314 116.122417 227.661183
71.972273 115.892688 227.186877
73.864074 115.656303 226.699621
75.753651 115.413248 226.199396
77.640933 115.163511 225.686179
79.525852 114.907078 225.159948
81.408336 114.643935 224.620682
83.288313 114.374070 224.068358
85.165709 114.097468 223.502952
87.040451 113.814115 222.924442
88.912462 113.523998 222.332805
90.781665 113.227102 221.728015
92.647983 112.923412 221.110050
94.511337 112.612914 220.478885
96.371644 112.295594 219.834496
98.228825 111.971437 219.176859
100.082795 111.640428 218.505947
101.933470 111.302552 217.821738
103.780764 110.957794 217.124206
105.624589 110.606141 216.413326
107.464857 110.247576 215.689074
109.301477 109.882085 214.951424
111.134358 109.509653 214.200351
112.963407 109.130265 213.435831
114.788528 108.743907 212.657839
116.609627 108.350563 211.866351
118.426603 107.950219 211.061342
120.239360 107.542860 210.242787
-120.892780 104.528389 211.385316
-119.071133 104.947457 212.210029
-117.245087 105.359772 213.020910
-115.414749 105.765341 213.817979
-113.580224 106.164174 214.601260
-111.741614 106.556279 215.370776
